season,week,celebrity_name,ballroom_partner,J,f,j_share,combined_approx,is_eliminated_this_week
11,1,Audrina Patridge,Tony Dovolani,19.0,0.12665712299788978,0.08370044052863436,0.21035756352652413,False
11,1,Brandy,Maksim Chmerkoskiy,23.0,0.12179717914743587,0.1013215859030837,0.22311876505051959,False
11,1,Bristol Palin,Mark Ballas,18.0,0.13237367160514624,0.07929515418502203,0.21166882579016827,False
11,1,David Hasselhoff,Kym Johnson,15.0,0.028912467290780324,0.06607929515418502,0.09499176244496535,True
11,1,Florence Henderson,Corky Ballas,18.0,0.017587589900077104,0.07929515418502203,0.09688274408509914,False
11,1,Jennifer Grey,Derek Hough,24.0,0.06297242869659171,0.10572687224669604,0.16869930094328775,False
11,1,Kurt Warner,Anna Trebunskaya,19.0,0.07797790898168833,0.08370044052863436,0.16167834951032267,False
11,1,Kyle Massey,Lacey Schwimmer,23.0,0.17671975936537815,0.1013215859030837,0.27804134526846186,False
11,1,Margaret Cho,Louis van Amstel,15.0,0.0544252387383683,0.06607929515418502,0.12050453389255332,False
11,1,Michael Bolton,Chelsie Hightower,16.0,0.03261149516337237,0.07048458149779736,0.10309607666116974,False
11,1,Rick Fox,Cheryl Burke,22.0,0.08257428076065404,0.09691629955947137,0.1794905803201254,False
11,1,The Situation,Karina Smirnoff,15.0,0.08539085735261776,0.06607929515418502,0.1514701525068028,False
11,2,Audrina Patridge,Tony Dovolani,23.0,0.0950944765562841,0.10407239819004525,0.19916687474632935,False
11,2,Brandy,Maksim Chmerkoskiy,21.0,0.18476501030495662,0.09502262443438914,0.27978763473934576,False
11,2,Bristol Palin,Mark Ballas,22.0,0.05470104820241458,0.09954751131221719,0.15424855951463176,False
11,2,Florence Henderson,Corky Ballas,19.0,0.005670815696622063,0.08597285067873303,0.09164366637535509,False
11,2,Jennifer Grey,Derek Hough,24.0,0.2012124306723951,0.1085972850678733,0.3098097157402684,False
11,2,Kurt Warner,Anna Trebunskaya,21.0,0.04765021162283591,0.09502262443438914,0.14267283605722506,False
11,2,Kyle Massey,Lacey Schwimmer,22.0,0.31577491753950043,0.09954751131221719,0.4153224288517176,False
11,2,Margaret Cho,Louis van Amstel,18.0,0.00542844781878913,0.08144796380090498,0.08687641161969412,False
11,2,Michael Bolton,Chelsie Hightower,12.0,0.0049671633484721315,0.05429864253393665,0.05926580588240878,True
11,2,Rick Fox,Cheryl Burke,21.0,0.07621847722706525,0.09502262443438914,0.1712411016614544,False
11,2,The Situation,Karina Smirnoff,18.0,0.008517001010664726,0.08144796380090498,0.08996496481156971,False
11,3,Audrina Patridge,Tony Dovolani,26.0,0.3267471865494982,0.11764705882352941,0.44439424537302763,False
11,3,Brandy,Maksim Chmerkoskiy,24.0,0.05832642497528971,0.1085972850678733,0.16692371004316303,False
