season,week,celebrity_name,ballroom_partner,J,f,j_share,combined_approx,is_eliminated_this_week
2,1,Drew Lachey,Cheryl Burke,24.0,0.179001360031639,0.12307692307692308,0.3020782831085621,False
2,1,George Hamilton,Edyta Sliwinska,18.0,0.03269482701339345,0.09230769230769231,0.12500251932108575,False
2,1,Giselle Fernandez,Jonathan Roberts,23.0,0.10205373133634683,0.11794871794871795,0.2200024492850648,False
2,1,Jerry Rice,Anna Trebunskaya,21.0,0.09710264900274498,0.1076923076923077,0.20479495669505268,False
2,1,Kenny Mayne,Andrea Hale,13.0,0.055299755020552635,0.06666666666666667,0.1219664216872193,True
2,1,Lisa Rinna,Louis van Amstel,19.0,0.07833024916521134,0.09743589743589744,0.17576614660110879,False
2,1,Master P,Ashly DelGrosso,12.0,0.07761002573178127,0.06153846153846154,0.13914848727024282,False
2,1,Stacy Keibler,Tony Dovolani,22.0,0.1825376794286603,0.11282051282051282,0.29535819224917315,False
2,1,Tatum O'Neal,Nick Kosovich,23.0,0.10471448125456914,0.11794871794871795,0.2226631992032871,False
2,1,Tia Carrere,Maksim Chmerkoskiy,20.0,0.09065524201510117,0.10256410256410256,0.19321934457920373,False
2,2,Drew Lachey,Cheryl Burke,27.0,0.447522458843966,0.135,0.582522458843966,False
2,2,George Hamilton,Edyta Sliwinska,22.0,0.007147229895510039,0.11,0.11714722989551005,False
2,2,Giselle Fernandez,Jonathan Roberts,24.0,0.13980742854225853,0.12,0.2598074285422585,False
2,2,Jerry Rice,Anna Trebunskaya,23.0,0.05691998996062483,0.115,0.17191998996062482,False
2,2,Lisa Rinna,Louis van Amstel,20.0,0.021927983394783097,0.1,0.1219279833947831,False
2,2,Master P,Ashly DelGrosso,16.0,0.008637966134868832,0.08,0.08863796613486884,False
2,2,Stacy Keibler,Tony Dovolani,29.0,0.1811772679599007,0.145,0.32617726795990065,False
2,2,Tatum O'Neal,Nick Kosovich,17.0,0.09948941966104186,0.085,0.18448941966104188,True
2,2,Tia Carrere,Maksim Chmerkoskiy,22.0,0.03737025560704607,0.11,0.14737025560704609,False
2,3,Drew Lachey,Cheryl Burke,27.0,0.2889016667709559,0.14835164835164835,0.43725331512260424,False
2,3,George Hamilton,Edyta Sliwinska,22.0,0.016020113592745442,0.12087912087912088,0.13689923447186633,False
2,3,Giselle Fernandez,Jonathan Roberts,22.0,0.08805719681842131,0.12087912087912088,0.20893631769754217,True
2,3,Jerry Rice,Anna Trebunskaya,19.0,0.0568712118117511,0.1043956043956044,0.1612668162073555,False
2,3,Lisa Rinna,Louis van Amstel,25.0,0.027123864897859788,0.13736263736263737,0.16448650226049716,False
2,3,Master P,Ashly DelGrosso,14.0,0.01031662049310447,0.07692307692307693,0.0872396974161814,False
2,3,Stacy Keibler,Tony Dovolani,27.0,0.4591458682122501,0.14835164835164835,0.6074975165638985,False
2,3,Tia Carrere,Maksim Chmerkoskiy,26.0,0.053563457402911824,0.14285714285714285,0.19642060026005467,False
2,4,Drew Lachey,Cheryl Burke,28.0,0.3677028090168085,0.17721518987341772,0.5449179988902262,False
2,4,George Hamilton,Edyta Sliwinska,21.0,0.01595442502132445,0.13291139240506328,0.14886581742638771,False
2,4,Jerry Rice,Anna Trebunskaya,24.0,0.0240382961109547,0.1518987341772152,0.1759370302881699,False
2,4,Lisa Rinna,Louis van Amstel,26.0,0.0849984223205227,0.16455696202531644,0.24955538434583913,False
2,4,Master P,Ashly DelGrosso,8.0,0.012414846596848638,0.05063291139240506,0.0630477579892537,True
2,4,Stacy Keibler,Tony Dovolani,26.0,0.37951427434022295,0.16455696202531644,0.5440712363655393,False
2,4,Tia Carrere,Maksim Chmerkoskiy,25.0,0.11537692659331802,0.15822784810126583,0.2736047746945839,False
2,5,Drew Lachey,Cheryl Burke,27.0,0.42200446444452755,0.17880794701986755,0.6008124114643951,False
2,5,George Hamilton,Edyta Sliwinska,24.0,0.014879978112414304,0.15894039735099338,0.1738203754634077,False
2,5,Jerry Rice,Anna Trebunskaya,23.0,0.04775305885776001,0.152317880794702,0.200070939652462,False
2,5,Lisa Rinna,Louis van Amstel,25.0,0.14040564784306778,0.16556291390728478,0.3059685617503526,False
2,5,Stacy Keibler,Tony Dovolani,30.0,0.30223335298918613,0.1986754966887417,0.5009088496779278,False
2,5,Tia Carrere,Maksim Chmerkoskiy,22.0,0.07272349775304425,0.1456953642384106,0.21841886199145483,True
2,6,Drew Lachey,Cheryl Burke,30.0,0.31573472514201406,0.22556390977443608,0.5412986349164501,False
2,6,George Hamilton,Edyta Sliwinska,23.0,0.02858609108019721,0.17293233082706766,0.20151842190726488,True
2,6,Jerry Rice,Anna Trebunskaya,23.0,0.04624793542835767,0.17293233082706766,0.21918026625542533,False
2,6,Lisa Rinna,Louis van Amstel,27.0,0.10764011602267133,0.20300751879699247,0.3106476348196638,False
2,6,Stacy Keibler,Tony Dovolani,30.0,0.5017911323267598,0.22556390977443608,0.7273550421011958,False
2,7,Drew Lachey,Cheryl Burke,27.5,0.39112735880244015,0.2696078431372549,0.660735201939695,False
2,7,Jerry Rice,Anna Trebunskaya,20.5,0.05607385647091731,0.20098039215686275,0.25705424862778004,False
2,7,Lisa Rinna,Louis van Amstel,26.5,0.11882928995478166,0.25980392156862747,0.3786332115234091,True
2,7,Stacy Keibler,Tony Dovolani,27.5,0.43396949477186086,0.2696078431372549,0.7035773379091157,False
2,8,Drew Lachey,Cheryl Burke,28.9998,0.45959347567258024,0.34387291318097685,0.8034663888535571,False
2,8,Jerry Rice,Anna Trebunskaya,26.666600000000003,0.09405886282126329,0.31620636785880724,0.41026523068007054,False
2,8,Stacy Keibler,Tony Dovolani,28.6665,0.44634766150615646,0.33992071896021603,0.7862683804663725,False
